material_id,arrival_date,supplier_name,material_type,quantity,unit,quality_check,remarks
244,2024-08-05T17:23:41,Happy Cows,Skim Milk,14328.78,Liters,Passed,Consistent quality as previous shipments.
245,2024-06-14T13:42:02,Hillside Dairy,Raw Milk,3998.52,Liters,Failed,High bacterial count detected; returned to supplier.
246,2024-08-28T16:43:34,Hillside Dairy,Raw Milk,8327.49,Liters,Passed,"No anomalies, quality is consistent."
247,2024-06-08T07:06:47,Sunny Meadows,Cream,7625.27,Liters,Passed,"Detected contaminants, batch returned."
248,2024-06-01T05:25:23,Valley Dairy,Cream,6733.35,Liters,Passed,"No anomalies, quality is consistent."
249,2024-09-19T08:49:08,Sunny Meadows,Raw Milk,18827.27,Liters,Failed,"Quality is good, within standards."
250,2024-05-17T05:48:26,Highland Farms,Skim Milk,12024.91,Liters,Passed,High bacterial count detected; returned to supplier.
251,2024-08-28T08:45:06,Dairy Farms Inc.,Cream,3695.58,Liters,Passed,"No anomalies, quality is consistent."
252,2024-09-22T09:35:43,Hillside Dairy,Skim Milk,14589.31,Liters,Passed,"Quality is good, within standards."
253,2024-06-12T12:42:08,Dairy Farms Inc.,Cream,20610.78,Liters,Failed,"Detected contaminants, batch returned."
254,2024-05-14T01:38:38,Sunshine Dairy,Raw Milk,15162.33,Liters,Failed,"High quality milk, no bacteria detected."
255,2024-09-20T01:49:19,Farm Fresh,Raw Milk,2403.15,Liters,Failed,"Detected contaminants, batch returned."
256,2024-06-04T00:29:48,Valley Dairy,Raw Milk,7578.83,Liters,Failed,"High quality milk, no bacteria detected."
257,2024-08-24T22:11:05,Dairy Farms Inc.,Raw Milk,16334.56,Liters,Failed,Consistent quality as previous shipments.
258,2024-07-13T18:34:44,Happy Cows,Raw Milk,6461.65,Liters,Failed,"High quality milk, no bacteria detected."
259,2024-05-06T06:29:29,Mountain Dairy,Skim Milk,12219.1,Liters,Passed,High bacterial count detected; returned to supplier.
260,2024-05-16T12:05:43,Green Valley Dairy,Skim Milk,13873.17,Liters,Failed,"Meets all quality standards, ready for processing."
261,2024-08-03T00:34:26,Green Valley Dairy,Other,5365.35,Liters,Failed,High bacterial count detected; returned to supplier.
262,2024-09-23T00:05:44,Sunshine Dairy,Raw Milk,9702.37,Liters,Passed,Consistent quality as previous shipments.
263,2024-07-18T16:23:54,Hillside Dairy,Other,-6206.34,Liters,Failed,"High quality milk, no bacteria detected."
264,2024-07-08T10:13:02,Country Milk,Raw Milk,4878.06,Liters,Failed,Consistent quality as previous shipments.
265,2024-06-21T16:27:55,Happy Cows,Skim Milk,8737.16,Liters,Failed,"Quality is good, within standards."
266,2024-09-02T08:49:04,Riverside Dairy,Raw Milk,3761.08,Liters,Passed,High bacterial count detected; returned to supplier.
267,2024-05-10T02:29:01,Country Milk,Raw Milk,18162.06,Liters,Failed,"Quality is good, within standards."
268,2024-08-08T00:52:32,Dairy Farms Inc.,Skim Milk,2849.29,Liters,Passed,Consistent quality as previous shipments.
269,2024-06-29T15:53:11,Happy Cows,Other,7799.78,Liters,Passed,Quality matches the standards set by the company.
270,2024-08-16T14:06:49,Green Valley Dairy,Skim Milk,10653.7,Liters,Passed,"Meets all quality standards, ready for processing."
271,2024-07-29T12:42:49,Hillside Dairy,Cream,17206.37,Liters,Failed,"Sample test passed, suitable for processing."
272,2024-10-03T12:35:13,Mountain Dairy,Skim Milk,2820.69,Liters,Failed,High bacterial count detected; returned to supplier.
273,2024-09-17T01:59:59,Green Valley Dairy,Cream,15815.82,Liters,Failed,"Detected contaminants, batch returned."
274,2024-09-18T00:29:41,Valley Dairy,Raw Milk,10051.17,Liters,Failed,"No issues, quality is within standards."
275,2024-05-27T00:47:59,Green Valley Dairy,Skim Milk,5092.46,Liters,Failed,"No anomalies, quality is consistent."
276,2024-04-23T04:27:18,Sunny Meadows,Cream,12310.52,Liters,Failed,High bacterial count detected; returned to supplier.
277,2024-05-19T13:11:01,Sunshine Dairy,Raw Milk,10995.3,Liters,Passed,"Detected contaminants, batch returned."
278,2024-06-02T18:35:30,Country Milk,Other,6998.92,Liters,Failed,"No anomalies, quality is consistent."
279,2024-05-22T13:34:49,Farm Fresh,Skim Milk,10349.01,Liters,Failed,"Meets all quality standards, ready for processing."
280,2024-08-15T18:36:15,Mountain Dairy,Raw Milk,8073.43,Liters,Passed,"Quality is good, within standards."
281,2024-09-15T11:55:33,Valley Dairy,Raw Milk,10567.59,Liters,Passed,Quality matches the standards set by the company.
282,2024-07-17T01:03:22,Happy Cows,Other,13310.65,Liters,Failed,"Meets all quality standards, ready for processing."
283,2024-07-16T20:04:30,Country Milk,Skim Milk,17930.08,Liters,Passed,"Detected contaminants, batch returned."
284,2024-05-14T02:25:40,Farm Fresh,Other,3810.92,Liters,Passed,Quality matches the standards set by the company.
285,2024-08-31T16:43:28,Happy Cows,Other,20665.17,Liters,Failed,"No issues, quality is within standards."
286,2024-06-03T19:41:25,Country Milk,Raw Milk,239.56,Liters,Passed,"Sample test passed, suitable for processing."
287,2024-06-19T12:42:57,Hillside Dairy,Cream,9241.07,Liters,Failed,Quality matches the standards set by the company.
288,2024-06-24T17:09:39,Mountain Dairy,Raw Milk,12941.59,Liters,Failed,Consistent quality as previous shipments.
289,2024-05-26T02:47:49,Sunny Meadows,Other,11404.96,Liters,Passed,"Detected contaminants, batch returned."
290,2024-08-08T11:50:25,Happy Cows,Skim Milk,6886.5,Liters,Passed,Consistent quality as previous shipments.
291,2024-10-06T08:06:46,Sunshine Dairy,Raw Milk,8959.39,Liters,Failed,"No issues, quality is within standards."
292,2024-07-20T06:36:36,Mountain Dairy,Skim Milk,7535.0,Liters,Failed,"Meets all quality standards, ready for processing."
293,2024-07-09T12:44:50,Sunshine Dairy,Other,7053.18,Liters,Failed,High bacterial count detected; returned to supplier.
294,2024-07-09T15:35:14,Dairy Farms Inc.,Skim Milk,14248.01,Liters,Passed,"Meets all quality standards, ready for processing."
295,2024-07-20T08:12:25,Sunshine Dairy,Skim Milk,11785.08,Liters,Passed,Consistent quality as previous shipments.
296,2024-10-02T23:34:56,Mountain Dairy,Cream,6535.45,Liters,Failed,"Meets all quality standards, ready for processing."
297,2024-07-08T18:13:53,Highland Farms,Raw Milk,14498.0,Liters,Failed,Quality matches the standards set by the company.
298,2024-09-13T19:42:08,Farm Fresh,Cream,11536.5,Liters,Failed,"Quality is good, within standards."
299,2024-05-06T19:57:13,Highland Farms,Raw Milk,14064.31,Liters,Passed,"No anomalies, quality is consistent."
300,2024-06-29T04:14:36,Sunshine Dairy,Cream,13148.14,Liters,Passed,High bacterial count detected; returned to supplier.
301,2024-05-20T10:28:46,Green Valley Dairy,Cream,5855.02,Liters,Passed,"Meets all quality standards, ready for processing."
302,2024-05-21T16:25:29,Happy Cows,Raw Milk,7199.09,Liters,Passed,"High quality milk, no bacteria detected."
303,2024-07-21T02:10:40,Valley Dairy,Other,13736.47,Liters,Failed,"No anomalies, quality is consistent."
304,2024-05-21T07:30:44,Riverside Dairy,Raw Milk,13051.85,Liters,Failed,"High quality milk, no bacteria detected."
305,2024-08-22T14:28:04,Green Valley Dairy,Skim Milk,9895.49,Liters,Passed,"No anomalies, quality is consistent."
306,2024-07-29T12:21:40,Mountain Dairy,Skim Milk,10586.64,Liters,Failed,"High quality milk, no bacteria detected."
307,2024-04-29T07:15:44,Dairy Farms Inc.,Skim Milk,16388.32,Liters,Failed,High bacterial count detected; returned to supplier.
308,2024-08-25T04:21:48,Mountain Dairy,Other,7042.14,Liters,Failed,"Meets all quality standards, ready for processing."
309,2024-08-07T15:18:05,Sunshine Dairy,Raw Milk,12735.49,Liters,Failed,"Meets all quality standards, ready for processing."
310,2024-08-26T13:46:57,Hillside Dairy,Skim Milk,8989.04,Liters,Failed,"Detected contaminants, batch returned."
311,2024-05-21T07:03:48,Dairy Farms Inc.,Other,8911.59,Liters,Passed,"No anomalies, quality is consistent."
312,2024-09-07T16:57:06,Mountain Dairy,Cream,15493.88,Liters,Passed,"Sample test passed, suitable for processing."
313,2024-09-06T09:45:22,Riverside Dairy,Other,14127.08,Liters,Passed,"No anomalies, quality is consistent."
314,2024-07-03T09:36:58,Green Valley Dairy,Other,14067.55,Liters,Failed,"No anomalies, quality is consistent."
315,2024-08-31T19:53:33,Valley Dairy,Raw Milk,16527.39,Liters,Failed,High bacterial count detected; returned to supplier.
316,2024-06-25T00:28:13,Mountain Dairy,Other,10105.02,Liters,Failed,Quality matches the standards set by the company.
317,2024-09-09T12:50:35,Happy Cows,Cream,13409.76,Liters,Failed,High bacterial count detected; returned to supplier.
318,2024-08-13T03:45:46,Happy Cows,Cream,8448.67,Liters,Failed,Quality matches the standards set by the company.
319,2024-08-27T09:26:11,Sunshine Dairy,Other,11620.83,Liters,Passed,"Meets all quality standards, ready for processing."
320,2024-09-06T15:24:21,Mountain Dairy,Skim Milk,9349.28,Liters,Failed,"No anomalies, quality is consistent."
321,2024-09-26T21:42:56,Sunny Meadows,Raw Milk,10484.98,Liters,Failed,"Detected contaminants, batch returned."
322,2024-07-01T06:14:28,Dairy Farms Inc.,Skim Milk,12975.79,Liters,Failed,"Quality is good, within standards."
323,2024-06-02T14:12:36,Farm Fresh,Other,5908.9,Liters,Passed,"Sample test passed, suitable for processing."
324,2024-05-18T17:06:03,Sunny Meadows,Raw Milk,20461.94,Liters,Failed,High bacterial count detected; returned to supplier.
325,2024-07-29T14:00:19,Highland Farms,Raw Milk,4969.91,Liters,Failed,"Meets all quality standards, ready for processing."
326,2024-05-17T10:43:58,Valley Dairy,Other,3929.06,Liters,Passed,"Quality is good, within standards."
327,2024-05-27T02:48:11,Sunshine Dairy,Cream,15790.55,Liters,Failed,"No issues, quality is within standards."
328,2024-07-10T18:44:23,Farm Fresh,Cream,13958.31,Liters,Failed,"Meets all quality standards, ready for processing."
329,2024-06-16T07:51:37,Sunshine Dairy,Other,13120.6,Liters,Passed,"Detected contaminants, batch returned."
330,2024-06-07T10:36:21,Green Valley Dairy,Other,13141.73,Liters,Passed,"No anomalies, quality is consistent."
331,2024-08-31T17:08:20,Valley Dairy,Other,9938.77,Liters,Failed,Quality matches the standards set by the company.
332,2024-09-20T02:19:15,Country Milk,Other,5513.73,Liters,Passed,"Sample test passed, suitable for processing."
333,2024-09-24T14:08:19,Valley Dairy,Cream,10379.02,Liters,Failed,"No issues, quality is within standards."
334,2024-08-24T12:06:39,Riverside Dairy,Skim Milk,6614.19,Liters,Passed,"Detected contaminants, batch returned."
335,2024-10-04T06:43:16,Mountain Dairy,Skim Milk,14875.6,Liters,Passed,"Quality is good, within standards."
336,2024-06-13T23:17:58,Riverside Dairy,Cream,9264.71,Liters,Failed,High bacterial count detected; returned to supplier.
337,2024-10-15T19:15:38,Hillside Dairy,Other,5872.51,Liters,Failed,"No issues, quality is within standards."
338,2024-07-11T13:33:35,Dairy Farms Inc.,Other,8393.07,Liters,Failed,"Sample test passed, suitable for processing."
339,2024-07-05T23:39:52,Mountain Dairy,Skim Milk,12064.66,Liters,Passed,"No issues, quality is within standards."
340,2024-06-22T21:10:44,Mountain Dairy,Skim Milk,7181.38,Liters,Passed,"Quality is good, within standards."
341,2024-04-29T10:30:20,Green Valley Dairy,Other,5888.9,Liters,Passed,"High quality milk, no bacteria detected."
342,2024-07-18T02:38:03,Valley Dairy,Raw Milk,11218.44,Liters,Passed,"No issues, quality is within standards."
343,2024-06-10T16:41:31,Hillside Dairy,Cream,11224.83,Liters,Failed,High bacterial count detected; returned to supplier.
344,2024-09-19T17:13:35,Green Valley Dairy,Cream,7465.28,Liters,Failed,High bacterial count detected; returned to supplier.
345,2024-05-01T06:31:42,Hillside Dairy,Other,7644.81,Liters,Failed,High bacterial count detected; returned to supplier.
346,2024-05-13T12:38:06,Riverside Dairy,Raw Milk,11160.25,Liters,Passed,"Quality is good, within standards."
347,2024-06-17T13:25:33,Country Milk,Raw Milk,2759.58,Liters,Failed,"Sample test passed, suitable for processing."
348,2024-08-10T19:29:08,Country Milk,Cream,2962.68,Liters,Passed,"Detected contaminants, batch returned."
349,2024-07-01T00:32:07,Mountain Dairy,Raw Milk,6407.78,Liters,Failed,"High quality milk, no bacteria detected."
350,2024-04-30T10:53:06,Happy Cows,Other,8932.76,Liters,Failed,Quality matches the standards set by the company.
351,2024-09-14T02:44:51,Dairy Farms Inc.,Skim Milk,11554.54,Liters,Passed,"No anomalies, quality is consistent."
352,2024-06-07T19:43:41,Sunshine Dairy,Raw Milk,17376.78,Liters,Failed,"Quality is good, within standards."
353,2024-04-30T14:37:09,Farm Fresh,Skim Milk,14288.3,Liters,Passed,"High quality milk, no bacteria detected."
354,2024-09-04T00:44:55,Riverside Dairy,Cream,9200.31,Liters,Passed,High bacterial count detected; returned to supplier.
355,2024-09-08T01:00:42,Riverside Dairy,Raw Milk,9904.92,Liters,Failed,"Sample test passed, suitable for processing."
356,2024-04-30T12:09:07,Hillside Dairy,Raw Milk,4987.35,Liters,Failed,Quality matches the standards set by the company.
357,2024-07-31T01:51:41,Country Milk,Other,9907.43,Liters,Failed,"No issues, quality is within standards."
358,2024-09-15T06:35:24,Happy Cows,Cream,8556.71,Liters,Failed,"No anomalies, quality is consistent."
359,2024-10-06T09:51:24,Dairy Farms Inc.,Skim Milk,11613.59,Liters,Failed,High bacterial count detected; returned to supplier.
360,2024-09-24T05:12:20,Farm Fresh,Other,5863.85,Liters,Failed,"High quality milk, no bacteria detected."
361,2024-10-12T17:18:46,Country Milk,Skim Milk,12596.73,Liters,Passed,"High quality milk, no bacteria detected."
362,2024-09-03T09:16:22,Riverside Dairy,Skim Milk,17663.69,Liters,Failed,High bacterial count detected; returned to supplier.
363,2024-09-10T04:26:40,Country Milk,Raw Milk,9456.2,Liters,Failed,"Meets all quality standards, ready for processing."
364,2024-09-28T16:23:17,Sunny Meadows,Skim Milk,12008.56,Liters,Failed,High bacterial count detected; returned to supplier.
365,2024-05-07T13:08:53,Farm Fresh,Skim Milk,13450.72,Liters,Failed,"High quality milk, no bacteria detected."
366,2024-08-17T00:25:13,Sunshine Dairy,Other,7993.9,Liters,Passed,"High quality milk, no bacteria detected."
367,2024-06-29T06:19:39,Riverside Dairy,Raw Milk,11120.46,Liters,Failed,"Meets all quality standards, ready for processing."
368,2024-07-15T10:58:10,Green Valley Dairy,Raw Milk,10062.96,Liters,Passed,Consistent quality as previous shipments.
369,2024-07-01T13:09:09,Highland Farms,Cream,10488.38,Liters,Passed,"Quality is good, within standards."
370,2024-10-03T19:05:08,Valley Dairy,Other,6134.95,Liters,Passed,"Quality is good, within standards."
371,2024-05-05T01:19:48,Hillside Dairy,Skim Milk,10122.55,Liters,Failed,Consistent quality as previous shipments.
372,2024-08-10T03:33:05,Dairy Farms Inc.,Cream,12489.99,Liters,Failed,"No anomalies, quality is consistent."
373,2024-07-03T05:42:28,Riverside Dairy,Raw Milk,17255.72,Liters,Passed,"Detected contaminants, batch returned."
374,2024-07-02T06:06:38,Country Milk,Skim Milk,14796.35,Liters,Failed,"Sample test passed, suitable for processing."
375,2024-05-14T00:42:31,Dairy Farms Inc.,Cream,20765.91,Liters,Failed,"Detected contaminants, batch returned."
376,2024-07-06T03:29:30,Highland Farms,Raw Milk,6163.26,Liters,Failed,Quality matches the standards set by the company.
377,2024-09-05T17:03:14,Riverside Dairy,Cream,14361.6,Liters,Failed,"High quality milk, no bacteria detected."
378,2024-05-30T20:53:55,Mountain Dairy,Cream,10916.71,Liters,Passed,"High quality milk, no bacteria detected."
379,2024-05-25T12:38:13,Sunshine Dairy,Other,20949.01,Liters,Passed,"No anomalies, quality is consistent."
380,2024-08-29T16:21:32,Farm Fresh,Raw Milk,5958.51,Liters,Failed,Quality matches the standards set by the company.
381,2024-10-04T07:38:05,Sunny Meadows,Cream,5801.39,Liters,Failed,"Detected contaminants, batch returned."
382,2024-06-04T13:02:30,Mountain Dairy,Cream,7003.04,Liters,Passed,"Sample test passed, suitable for processing."
383,2024-09-22T11:24:19,Riverside Dairy,Raw Milk,-619.48,Liters,Failed,"Detected contaminants, batch returned."
384,2024-08-11T03:00:21,Farm Fresh,Other,7371.22,Liters,Passed,"Meets all quality standards, ready for processing."
385,2024-10-10T16:53:13,Mountain Dairy,Raw Milk,6204.34,Liters,Failed,Consistent quality as previous shipments.
386,2024-09-08T05:09:09,Sunshine Dairy,Other,10751.97,Liters,Failed,Consistent quality as previous shipments.
387,2024-09-28T21:02:22,Valley Dairy,Raw Milk,11708.78,Liters,Passed,"No anomalies, quality is consistent."
388,2024-08-24T17:30:53,Mountain Dairy,Other,19380.85,Liters,Failed,"Detected contaminants, batch returned."
389,2024-06-27T21:33:18,Sunny Meadows,Cream,14752.12,Liters,Passed,Consistent quality as previous shipments.
390,2024-07-28T15:30:54,Dairy Farms Inc.,Raw Milk,7115.48,Liters,Passed,Quality matches the standards set by the company.
391,2024-05-23T23:21:27,Sunny Meadows,Skim Milk,5507.93,Liters,Passed,"No anomalies, quality is consistent."
392,2024-07-31T18:14:20,Green Valley Dairy,Raw Milk,12459.6,Liters,Failed,"Sample test passed, suitable for processing."
393,2024-08-23T07:34:49,Highland Farms,Skim Milk,3398.83,Liters,Passed,Quality matches the standards set by the company.
394,2024-08-19T07:26:35,Highland Farms,Raw Milk,19157.29,Liters,Passed,"Meets all quality standards, ready for processing."
395,2024-08-12T18:00:31,Sunny Meadows,Cream,15897.2,Liters,Failed,"Meets all quality standards, ready for processing."
396,2024-04-29T23:58:45,Dairy Farms Inc.,Raw Milk,7654.12,Liters,Passed,"Meets all quality standards, ready for processing."
397,2024-06-12T09:23:09,Happy Cows,Cream,1434.33,Liters,Failed,"Meets all quality standards, ready for processing."
398,2024-08-24T01:54:53,Dairy Farms Inc.,Other,16769.36,Liters,Failed,Quality matches the standards set by the company.
399,2024-07-24T18:41:09,Hillside Dairy,Other,9427.3,Liters,Failed,"High quality milk, no bacteria detected."
400,2024-05-06T04:04:44,Sunshine Dairy,Raw Milk,16189.08,Liters,Passed,"High quality milk, no bacteria detected."
401,2024-07-11T16:56:15,Riverside Dairy,Other,2027.86,Liters,Passed,"No anomalies, quality is consistent."
402,2024-08-17T19:14:30,Sunny Meadows,Skim Milk,7003.12,Liters,Failed,"No anomalies, quality is consistent."
403,2024-07-08T10:09:14,Sunny Meadows,Skim Milk,10026.22,Liters,Passed,"No anomalies, quality is consistent."
404,2024-06-07T22:34:48,Riverside Dairy,Raw Milk,10234.9,Liters,Failed,"High quality milk, no bacteria detected."
405,2024-06-09T03:23:08,Sunny Meadows,Raw Milk,7749.67,Liters,Passed,Quality matches the standards set by the company.
406,2024-07-05T14:16:04,Valley Dairy,Other,13114.25,Liters,Passed,"Quality is good, within standards."
407,2024-09-26T23:04:53,Farm Fresh,Skim Milk,4661.9,Liters,Passed,"Quality is good, within standards."
408,2024-07-27T18:05:08,Highland Farms,Other,9288.1,Liters,Failed,Quality matches the standards set by the company.
409,2024-07-27T13:54:48,Dairy Farms Inc.,Raw Milk,10601.48,Liters,Failed,"Detected contaminants, batch returned."
410,2024-07-19T18:50:57,Hillside Dairy,Cream,12572.19,Liters,Failed,"No issues, quality is within standards."
411,2024-05-01T19:32:07,Green Valley Dairy,Other,13558.07,Liters,Failed,Quality matches the standards set by the company.
412,2024-08-04T05:09:36,Dairy Farms Inc.,Raw Milk,4376.79,Liters,Failed,"Quality is good, within standards."
413,2024-10-10T08:32:30,Green Valley Dairy,Skim Milk,2329.43,Liters,Failed,"No anomalies, quality is consistent."
414,2024-04-30T18:50:41,Country Milk,Raw Milk,16388.38,Liters,Passed,"No anomalies, quality is consistent."
415,2024-08-07T10:12:20,Green Valley Dairy,Raw Milk,11661.57,Liters,Failed,"Detected contaminants, batch returned."
416,2024-07-18T10:48:12,Highland Farms,Skim Milk,6257.57,Liters,Passed,"Quality is good, within standards."
417,2024-05-10T18:34:06,Country Milk,Skim Milk,17755.76,Liters,Failed,"Detected contaminants, batch returned."
418,2024-07-01T23:50:57,Sunny Meadows,Cream,10578.37,Liters,Failed,"Detected contaminants, batch returned."
419,2024-04-29T19:36:05,Dairy Farms Inc.,Raw Milk,15896.49,Liters,Passed,"No anomalies, quality is consistent."
420,2024-09-25T02:45:08,Riverside Dairy,Other,10337.59,Liters,Passed,"Meets all quality standards, ready for processing."
421,2024-10-12T10:17:43,Highland Farms,Cream,20303.74,Liters,Failed,"Meets all quality standards, ready for processing."
422,2024-06-22T20:27:27,Sunny Meadows,Other,18776.7,Liters,Failed,"Meets all quality standards, ready for processing."
423,2024-06-26T07:36:50,Highland Farms,Other,8755.18,Liters,Failed,"High quality milk, no bacteria detected."
424,2024-09-27T09:39:54,Dairy Farms Inc.,Skim Milk,14857.85,Liters,Failed,High bacterial count detected; returned to supplier.
425,2024-07-11T21:13:06,Valley Dairy,Skim Milk,13226.88,Liters,Passed,"Meets all quality standards, ready for processing."
426,2024-07-23T03:45:02,Green Valley Dairy,Cream,16843.16,Liters,Passed,"Meets all quality standards, ready for processing."
427,2024-07-24T07:03:13,Sunny Meadows,Other,5175.38,Liters,Passed,"Sample test passed, suitable for processing."
428,2024-04-28T03:07:45,Valley Dairy,Raw Milk,13430.26,Liters,Passed,"No issues, quality is within standards."
429,2024-07-16T15:23:19,Farm Fresh,Other,15292.12,Liters,Passed,Consistent quality as previous shipments.
430,2024-09-03T01:57:52,Hillside Dairy,Other,1206.3,Liters,Failed,"No issues, quality is within standards."
431,2024-09-06T01:09:03,Sunny Meadows,Cream,4083.71,Liters,Failed,"High quality milk, no bacteria detected."
432,2024-08-02T00:54:03,Country Milk,Skim Milk,-196.16,Liters,Passed,"High quality milk, no bacteria detected."
433,2024-10-16T02:48:24,Highland Farms,Skim Milk,8652.97,Liters,Failed,Quality matches the standards set by the company.
434,2024-08-18T11:09:46,Riverside Dairy,Cream,13587.71,Liters,Passed,Quality matches the standards set by the company.
435,2024-08-08T08:52:20,Green Valley Dairy,Cream,17511.79,Liters,Failed,Quality matches the standards set by the company.
436,2024-09-05T21:04:35,Hillside Dairy,Other,10370.47,Liters,Failed,"High quality milk, no bacteria detected."
437,2024-06-28T17:32:26,Highland Farms,Skim Milk,18143.08,Liters,Failed,High bacterial count detected; returned to supplier.
438,2024-08-11T08:35:44,Happy Cows,Other,3099.49,Liters,Failed,"No anomalies, quality is consistent."
439,2024-09-19T02:44:27,Sunny Meadows,Skim Milk,1483.09,Liters,Passed,Quality matches the standards set by the company.
440,2024-09-07T16:08:22,Mountain Dairy,Skim Milk,9722.26,Liters,Failed,Quality matches the standards set by the company.
441,2024-09-14T02:50:59,Riverside Dairy,Cream,11920.33,Liters,Passed,"Detected contaminants, batch returned."
442,2024-06-13T15:34:12,Highland Farms,Skim Milk,9836.53,Liters,Passed,High bacterial count detected; returned to supplier.
443,2024-08-19T13:15:46,Sunshine Dairy,Cream,-337.21,Liters,Passed,"No issues, quality is within standards."
444,2024-08-30T01:39:09,Highland Farms,Cream,9554.4,Liters,Passed,"No issues, quality is within standards."
445,2024-05-11T10:57:22,Country Milk,Skim Milk,3477.65,Liters,Failed,High bacterial count detected; returned to supplier.
446,2024-09-01T06:35:05,Sunny Meadows,Raw Milk,13348.36,Liters,Passed,Consistent quality as previous shipments.
447,2024-08-26T18:42:03,Riverside Dairy,Other,11832.99,Liters,Passed,Quality matches the standards set by the company.
448,2024-06-23T08:44:59,Green Valley Dairy,Raw Milk,5300.6,Liters,Passed,"Meets all quality standards, ready for processing."
449,2024-06-06T02:13:28,Highland Farms,Raw Milk,7430.67,Liters,Passed,Consistent quality as previous shipments.
450,2024-10-10T07:33:34,Sunny Meadows,Raw Milk,4703.93,Liters,Failed,"High quality milk, no bacteria detected."
451,2024-05-28T04:16:30,Sunshine Dairy,Skim Milk,9686.6,Liters,Passed,"No issues, quality is within standards."
452,2024-06-18T22:36:30,Valley Dairy,Raw Milk,14775.71,Liters,Failed,Quality matches the standards set by the company.
453,2024-07-19T05:25:12,Happy Cows,Other,5071.37,Liters,Passed,"Detected contaminants, batch returned."
454,2024-07-21T21:08:05,Green Valley Dairy,Cream,12520.23,Liters,Passed,"No anomalies, quality is consistent."
455,2024-05-23T13:16:41,Sunshine Dairy,Other,7348.71,Liters,Failed,"Quality is good, within standards."
456,2024-04-24T17:38:13,Sunshine Dairy,Skim Milk,6035.64,Liters,Failed,"Meets all quality standards, ready for processing."
457,2024-08-30T22:56:13,Hillside Dairy,Cream,9464.85,Liters,Failed,Consistent quality as previous shipments.
458,2024-07-31T01:22:54,Farm Fresh,Raw Milk,4823.79,Liters,Failed,High bacterial count detected; returned to supplier.
459,2024-05-27T21:08:34,Sunny Meadows,Other,7231.75,Liters,Failed,"Sample test passed, suitable for processing."
460,2024-04-23T07:49:50,Green Valley Dairy,Other,4010.61,Liters,Passed,"High quality milk, no bacteria detected."
461,2024-09-15T08:45:38,Green Valley Dairy,Skim Milk,19823.63,Liters,Failed,"Meets all quality standards, ready for processing."
462,2024-09-09T08:52:36,Valley Dairy,Raw Milk,10176.32,Liters,Failed,"No anomalies, quality is consistent."
463,2024-09-03T12:32:08,Hillside Dairy,Raw Milk,6501.37,Liters,Passed,"High quality milk, no bacteria detected."
464,2024-06-20T13:49:16,Sunny Meadows,Other,11069.9,Liters,Failed,High bacterial count detected; returned to supplier.
465,2024-08-24T00:36:37,Green Valley Dairy,Skim Milk,9438.36,Liters,Passed,"Sample test passed, suitable for processing."
466,2024-05-17T22:28:32,Riverside Dairy,Cream,8895.15,Liters,Failed,"Meets all quality standards, ready for processing."
467,2024-07-03T13:13:04,Country Milk,Other,13070.83,Liters,Passed,"Sample test passed, suitable for processing."
468,2024-09-01T02:37:23,Valley Dairy,Raw Milk,13787.54,Liters,Failed,"Detected contaminants, batch returned."
469,2024-09-05T15:47:16,Farm Fresh,Raw Milk,7347.49,Liters,Passed,"No issues, quality is within standards."
470,2024-09-29T22:22:01,Highland Farms,Cream,7120.91,Liters,Passed,"Quality is good, within standards."
471,2024-06-24T17:08:20,Highland Farms,Other,8624.74,Liters,Passed,"Sample test passed, suitable for processing."
472,2024-09-08T05:04:47,Valley Dairy,Other,-1509.61,Liters,Passed,"Detected contaminants, batch returned."
473,2024-07-17T12:05:59,Dairy Farms Inc.,Other,2424.04,Liters,Passed,"Detected contaminants, batch returned."
474,2024-07-11T16:01:07,Riverside Dairy,Raw Milk,16834.37,Liters,Failed,Quality matches the standards set by the company.
475,2024-09-09T10:43:46,Dairy Farms Inc.,Other,18224.84,Liters,Failed,"No issues, quality is within standards."
476,2024-09-13T19:42:02,Hillside Dairy,Raw Milk,8754.82,Liters,Passed,Consistent quality as previous shipments.
477,2024-06-27T21:37:15,Sunshine Dairy,Raw Milk,12882.78,Liters,Passed,High bacterial count detected; returned to supplier.
478,2024-07-22T16:00:40,Dairy Farms Inc.,Skim Milk,11556.25,Liters,Failed,"Quality is good, within standards."
479,2024-09-18T07:40:10,Sunny Meadows,Other,25394.4,Liters,Failed,Consistent quality as previous shipments.
480,2024-07-18T02:20:04,Country Milk,Other,15597.87,Liters,Passed,"Detected contaminants, batch returned."
481,2024-05-17T19:46:38,Happy Cows,Skim Milk,9360.41,Liters,Passed,"Quality is good, within standards."
482,2024-08-04T07:48:21,Country Milk,Cream,5222.3,Liters,Passed,"No issues, quality is within standards."
483,2024-09-15T20:03:05,Dairy Farms Inc.,Skim Milk,1967.77,Liters,Failed,"Detected contaminants, batch returned."
484,2024-07-13T08:34:47,Highland Farms,Other,11017.32,Liters,Passed,"Sample test passed, suitable for processing."
485,2024-07-20T10:40:09,Farm Fresh,Cream,6218.25,Liters,Failed,"Sample test passed, suitable for processing."
486,2024-10-08T22:45:56,Sunshine Dairy,Raw Milk,2888.73,Liters,Passed,Consistent quality as previous shipments.
487,2024-08-19T09:44:59,Dairy Farms Inc.,Cream,6767.14,Liters,Passed,High bacterial count detected; returned to supplier.
